area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
39049,1,1028,73,0,2020,1,,55,8814,8841,8833,162807803,0,0,1418,,0.65,1.09,1.09,1.08,0.91,0.0,0.0,0.83,,-6,-9.8,96,1.1,120,1.4,107,1.2,3263730,2.0,0,0.0,0,0.0,11,0.8
39049,1,31-33,74,0,2020,1,,1,10,10,10,206382,0,0,1588,,6.55,0.04,0.04,0.04,0.04,0.0,0.0,1.04,,0,0.0,0,0.0,0,0.0,0,0.0,10127,5.2,0,0.0,0,0.0,78,5.2
39049,1,323,75,0,2020,1,,1,10,10,10,206382,0,0,1588,,16.73,0.71,0.71,0.72,0.6,0.0,0.0,0.84,,0,0.0,0,0.0,0,0.0,0,0.0,10127,5.2,0,0.0,0,0.0,78,5.2
39049,1,3231,76,0,2020,1,,1,10,10,10,206382,0,0,1588,,16.73,0.71,0.71,0.72,0.6,0.0,0.0,0.84,,0,0.0,0,0.0,0,0.0,0,0.0,10127,5.2,0,0.0,0,0.0,78,5.2
39049,1,32311,77,0,2020,1,,1,10,10,10,206382,0,0,1588,,16.73,0.71,0.71,0.72,0.6,0.0,0.0,0.84,,0,0.0,0,0.0,0,0.0,0,0.0,10127,5.2,0,0.0,0,0.0,78,5.2
39049,1,323117,78,0,2020,1,,1,10,10,10,206382,0,0,1588,,25.1,1.22,1.23,1.23,1.09,0.0,0.0,0.89,,0,0.0,0,0.0,0,0.0,0,0.0,10127,5.2,0,0.0,0,0.0,78,5.2
39049,1,48-49,74,0,2020,1,,31,2854,2778,2778,42382148,0,0,1163,,0.32,0.9,0.88,0.89,0.9,0.0,0.0,1.01,,0,0.0,-7,-0.2,-67,-2.4,-123,-4.2,-1905549,-4.3,0,0.0,0,0.0,-24,-2.0
39049,1,491,75,0,2020,1,,31,2854,2778,2778,42382148,0,0,1163,,0.32,0.92,0.9,0.91,0.94,0.0,0.0,1.03,,0,0.0,-7,-0.2,-67,-2.4,-123,-4.2,-1905549,-4.3,0,0.0,0,0.0,-24,-2.0
39049,1,4911,76,0,2020,1,,31,2854,2778,2778,42382148,0,0,1163,,0.32,0.92,0.9,0.91,0.94,0.0,0.0,1.03,,0,0.0,-7,-0.2,-67,-2.4,-123,-4.2,-1905549,-4.3,0,0.0,0,0.0,-24,-2.0
39049,1,49111,77,0,2020,1,,31,2854,2778,2778,42382148,0,0,1163,,0.32,0.92,0.9,0.91,0.94,0.0,0.0,1.03,,0,0.0,-7,-0.2,-67,-2.4,-123,-4.2,-1905549,-4.3,0,0.0,0,0.0,-24,-2.0
39049,1,491110,78,0,2020,1,,31,2854,2778,2778,42382148,0,0,1163,,0.32,0.92,0.9,0.91,0.94,0.0,0.0,1.03,,0,0.0,-7,-0.2,-67,-2.4,-123,-4.2,-1905549,-4.3,0,0.0,0,0.0,-24,-2.0
39049,1,52,74,0,2020,1,,2,63,61,62,1529157,0,0,1897,,0.78,1.02,1.0,1.02,0.83,0.0,0.0,0.81,,0,0.0,-1,-1.6,0,0.0,2,3.3,104612,7.3,0,0.0,0,0.0,120,6.8
39049,1,522,75,0,2020,1,,1,32,31,32,683456,0,0,1660,,0.48,1.11,1.08,1.12,1.02,0.0,0.0,0.92,,0,0.0,-4,-11.1,-2,-6.1,-1,-3.0,13629,2.0,0,0.0,0,0.0,145,9.6
39049,1,5222,76,0,2020,1,,1,32,31,32,683456,0,0,1660,,0.48,1.11,1.08,1.12,1.02,0.0,0.0,0.92,,0,0.0,-4,-11.1,-2,-6.1,-1,-3.0,13629,2.0,0,0.0,0,0.0,145,9.6
39049,1,52229,77,0,2020,1,,1,32,31,32,683456,0,0,1660,,0.48,1.11,1.08,1.12,1.02,0.0,0.0,0.92,,0,0.0,-4,-11.1,-2,-6.1,-1,-3.0,13629,2.0,0,0.0,0,0.0,145,9.6
39049,1,522292,78,0,2020,1,,1,32,31,32,683456,0,0,1660,,1.04,2.39,2.31,2.39,2.75,0.0,0.0,1.16,,0,0.0,-4,-11.1,-2,-6.1,-1,-3.0,13629,2.0,0,0.0,0,0.0,145,9.6
39049,1,524,75,0,2020,1,,1,31,30,30,845701,0,0,2145,,2.33,0.96,0.95,0.96,0.72,0.0,0.0,0.76,,0,0.0,3,10.7,2,7.1,3,11.1,90983,12.1,0,0.0,0,0.0,47,2.2
39049,1,5241,76,0,2020,1,,1,31,30,30,845701,0,0,2145,,2.92,1.01,1.0,1.0,0.74,0.0,0.0,0.74,,0,0.0,3,10.7,2,7.1,3,11.1,90983,12.1,0,0.0,0,0.0,47,2.2
39049,1,52412,77,0,2020,1,,1,31,30,30,845701,0,0,2145,,2.92,1.01,1.0,1.0,0.74,0.0,0.0,0.74,,0,0.0,3,10.7,2,7.1,3,11.1,90983,12.1,0,0.0,0,0.0,47,2.2
39049,1,524128,78,0,2020,1,,1,31,30,30,845701,0,0,2145,,2.98,1.01,1.0,1.01,0.75,0.0,0.0,0.74,,0,0.0,3,10.7,2,7.1,3,11.1,90983,12.1,0,0.0,0,0.0,47,2.2
39049,1,54,74,0,2020,1,,3,13,13,12,231524,0,0,1406,,0.69,0.04,0.04,0.04,0.03,0.0,0.0,0.86,,0,0.0,1,8.3,1,8.3,0,0.0,-41461,-15.2,0,0.0,0,0.0,-344,-19.7
39049,1,541,75,0,2020,1,,3,13,13,12,231524,0,0,1406,,0.69,0.04,0.04,0.04,0.03,0.0,0.0,0.86,,0,0.0,1,8.3,1,8.3,0,0.0,-41461,-15.2,0,0.0,0,0.0,-344,-19.7
39049,1,5412,76,0,2020,1,,2,3,3,3,43199,0,0,1108,,8.48,0.73,0.73,0.73,0.77,0.0,0.0,1.05,,0,0.0,0,0.0,0,0.0,0,0.0,-4172,-8.8,0,0.0,0,0.0,-107,-8.8
39049,1,54121,77,0,2020,1,,2,3,3,3,43199,0,0,1108,,8.48,0.73,0.73,0.73,0.77,0.0,0.0,1.05,,0,0.0,0,0.0,0,0.0,0,0.0,-4172,-8.8,0,0.0,0,0.0,-107,-8.8
39049,1,541219,78,0,2020,1,,2,3,3,3,43199,0,0,1108,,8.86,0.93,0.92,0.93,0.86,0.0,0.0,0.92,,0,0.0,0,0.0,0,0.0,0,0.0,-4172,-8.8,0,0.0,0,0.0,-107,-8.8
39049,1,5413,76,0,2020,1,,1,10,10,9,188325,0,0,1499,,0.38,0.04,0.04,0.03,0.03,0.0,0.0,0.96,,0,0.0,1,11.1,1,11.1,0,0.0,-37289,-16.5,0,0.0,0,0.0,-429,-22.3
39049,1,54133,77,0,2020,1,,1,10,10,9,188325,0,0,1499,,0.38,0.04,0.04,0.03,0.04,0.0,0.0,0.96,,0,0.0,1,11.1,1,11.1,0,0.0,-37289,-16.5,0,0.0,0,0.0,-429,-22.3
39049,1,541330,78,0,2020,1,,1,10,10,9,188325,0,0,1499,,0.38,0.04,0.04,0.03,0.04,0.0,0.0,0.96,,0,0.0,1,11.1,1,11.1,0,0.0,-37289,-16.5,0,0.0,0,0.0,-429,-22.3
39049,1,56,74,0,2020,1,,1,1,1,1,7099,0,0,546,,1.87,0.11,0.11,0.11,0.07,0.0,0.0,0.68,,0,0.0,0,0.0,0,0.0,0,0.0,-1650,-18.9,0,0.0,0,0.0,-127,-18.9
39049,1,561,75,0,2020,1,,1,1,1,1,7099,0,0,546,,2.15,0.12,0.12,0.12,0.08,0.0,0.0,0.66,,0,0.0,0,0.0,0,0.0,0,0.0,-1650,-18.9,0,0.0,0,0.0,-127,-18.9
39049,1,5615,76,0,2020,1,,1,1,1,1,7099,0,0,546,,2.79,0.35,0.35,0.36,0.33,0.0,0.0,0.94,,0,0.0,0,0.0,0,0.0,0,0.0,-1650,-18.9,0,0.0,0,0.0,-127,-18.9
39049,1,56159,77,0,2020,1,,1,1,1,1,7099,0,0,546,,5.58,0.43,0.43,0.43,0.39,0.0,0.0,0.91,,0,0.0,0,0.0,0,0.0,0,0.0,-1650,-18.9,0,0.0,0,0.0,-127,-18.9
39049,1,561599,78,0,2020,1,,1,1,1,1,7099,0,0,546,,5.58,0.43,0.43,0.43,0.39,0.0,0.0,0.91,,0,0.0,0,0.0,0,0.0,0,0.0,-1650,-18.9,0,0.0,0,0.0,-127,-18.9
39049,1,61,74,0,2020,1,,1,2,2,2,28149,0,0,1083,,1.87,0.03,0.03,0.03,0.02,0.0,0.0,0.76,,0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-20197,-41.8,0,0.0,0,0.0,-157,-12.7
39049,1,611,75,0,2020,1,,1,2,2,2,28149,0,0,1083,,1.87,0.03,0.03,0.03,0.02,0.0,0.0,0.76,,0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-20197,-41.8,0,0.0,0,0.0,-157,-12.7
39049,1,6116,76,0,2020,1,,1,2,2,2,28149,0,0,1083,,4.63,0.65,0.66,0.66,0.67,0.0,0.0,1.03,,0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-20197,-41.8,0,0.0,0,0.0,-157,-12.7
39049,1,61169,77,0,2020,1,,1,2,2,2,28149,0,0,1083,,5.79,0.67,0.68,0.68,0.68,0.0,0.0,1.01,,0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-20197,-41.8,0,0.0,0,0.0,-157,-12.7
39049,1,611699,78,0,2020,1,,1,2,2,2,28149,0,0,1083,,6.15,0.72,0.73,0.74,0.73,0.0,0.0,1.0,,0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-20197,-41.8,0,0.0,0,0.0,-157,-12.7
39049,1,62,74,0,2020,1,,3,1329,1338,1307,28193816,0,0,1637,,0.75,0.62,0.63,0.62,0.66,0.0,0.0,1.06,,1,50.0,-33,-2.4,-37,-2.7,-59,-4.3,1664930,6.3,0,0.0,0,0.0,145,9.7
39049,1,621,75,0,2020,1,,1,1328,1337,1306,28173278,0,0,1637,,0.62,6.78,6.83,6.71,6.98,0.0,0.0,1.03,,0,0.0,-31,-2.3,-35,-2.6,-57,-4.2,1689684,6.4,0,0.0,0,0.0,144,9.6
39049,1,6214,76,0,2020,1,,1,1328,1337,1306,28173278,0,0,1637,,2.35,17.69,17.83,17.52,19.01,0.0,0.0,1.08,,0,0.0,-31,-2.3,-35,-2.6,-57,-4.2,1689684,6.4,0,0.0,0,0.0,144,9.6
39049,1,62149,77,0,2020,1,,1,1328,1337,1306,28173278,0,0,1637,,2.39,17.75,17.89,17.58,19.06,0.0,0.0,1.07,,0,0.0,-31,-2.3,-35,-2.6,-57,-4.2,1689684,6.4,0,0.0,0,0.0,144,9.6
39049,1,621498,78,0,2020,1,,1,1328,1337,1306,28173278,0,0,1637,,4.71,28.26,28.43,27.97,29.8,0.0,0.0,1.06,,0,0.0,-31,-2.3,-35,-2.6,-57,-4.2,1689684,6.4,0,0.0,0,0.0,144,9.6
39049,1,624,75,0,2020,1,,2,1,1,1,20538,0,0,1580,,1.78,0.01,0.01,0.01,0.03,0.0,0.0,2.27,,1,100.0,-2,-66.7,-2,-66.7,-2,-66.7,-24754,-54.7,0,0.0,0,0.0,419,36.1
39049,1,6241,76,0,2020,1,,1,1,1,1,20538,0,0,1580,,2.28,0.08,0.08,0.08,0.16,0.0,0.0,2.01,,0,0.0,-2,-66.7,-2,-66.7,-2,-66.7,-24754,-54.7,0,0.0,0,0.0,419,36.1
39049,1,62419,77,0,2020,1,,1,1,1,1,20538,0,0,1580,,4.78,0.13,0.14,0.14,0.27,0.0,0.0,2.0,,0,0.0,-2,-66.7,-2,-66.7,-2,-66.7,-24754,-54.7,0,0.0,0,0.0,419,36.1
39049,1,624190,78,0,2020,1,,1,1,1,1,20538,0,0,1580,,4.78,0.13,0.14,0.14,0.27,0.0,0.0,2.0,,0,0.0,-2,-66.7,-2,-66.7,-2,-66.7,-24754,-54.7,0,0.0,0,0.0,419,36.1
39049,1,6244,76,0,2020,1,,1,0,0,0,0,0,0,0,,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39049,1,62441,77,0,2020,1,,1,0,0,0,0,0,0,0,,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39049,1,624410,78,0,2020,1,,1,0,0,0,0,0,0,0,,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39049,1,71,74,0,2020,1,,3,13,13,14,98360,0,0,567,,0.81,0.07,0.07,0.08,0.04,0.0,0.0,0.54,,0,0.0,4,44.4,2,18.2,2,16.7,5777,6.2,0,0.0,0,0.0,-101,-15.1
39049,1,713,75,0,2020,1,,3,13,13,14,98360,0,0,567,,1.61,0.18,0.18,0.19,0.18,0.0,0.0,1.02,,0,0.0,4,44.4,2,18.2,2,16.7,5777,6.2,0,0.0,0,0.0,-101,-15.1
39049,1,7139,76,0,2020,1,,3,13,13,14,98360,0,0,567,,1.64,0.18,0.18,0.19,0.19,0.0,0.0,1.02,,0,0.0,4,44.4,2,18.2,2,16.7,5777,6.2,0,0.0,0,0.0,-101,-15.1
39049,1,71391,77,0,2020,1,,1,2,3,4,20149,0,0,517,,3.81,0.27,0.41,0.53,0.4,0.0,0.0,0.99,,0,0.0,0,0.0,1,50.0,1,33.3,1736,9.4,0,0.0,0,0.0,-90,-14.8
39049,1,713910,78,0,2020,1,,1,2,3,4,20149,0,0,517,,3.81,0.27,0.41,0.53,0.4,0.0,0.0,0.99,,0,0.0,0,0.0,1,50.0,1,33.3,1736,9.4,0,0.0,0,0.0,-90,-14.8
39049,1,71394,77,0,2020,1,,2,11,10,10,78211,0,0,582,,3.61,0.4,0.36,0.37,0.39,0.0,0.0,1.04,,0,0.0,4,57.1,1,11.1,1,11.1,4041,5.4,0,0.0,0,0.0,-103,-15.0
39049,1,713940,78,0,2020,1,,2,11,10,10,78211,0,0,582,,3.61,0.4,0.36,0.37,0.39,0.0,0.0,1.04,,0,0.0,4,57.1,1,11.1,1,11.1,4041,5.4,0,0.0,0,0.0,-103,-15.0
39049,1,92,74,0,2020,1,,55,8814,8841,8833,162807803,0,0,1418,,0.65,1.09,1.09,1.08,0.91,0.0,0.0,0.83,,-6,-9.8,96,1.1,120,1.4,107,1.2,3263730,2.0,0,0.0,0,0.0,11,0.8
39049,1,921,75,0,2020,1,,4,184,180,174,4795989,0,0,2057,,0.8,0.25,0.24,0.24,0.3,0.0,0.0,1.25,,-3,-42.9,-9,-4.7,-9,-4.8,-14,-7.4,-44753,-0.9,0,0.0,0,0.0,97,4.9
39049,1,9211,76,0,2020,1,,4,184,180,174,4795989,0,0,2057,,0.8,0.25,0.24,0.24,0.3,0.0,0.0,1.25,,-3,-42.9,-9,-4.7,-9,-4.8,-14,-7.4,-44753,-0.9,0,0.0,0,0.0,97,4.9
39049,1,92113,77,0,2020,1,,2,164,161,155,4309031,0,0,2072,,1.11,0.34,0.33,0.32,0.42,0.0,0.0,1.27,,0,0.0,6,3.8,6,3.9,0,0.0,194550,4.7,0,0.0,0,0.0,43,2.1
39049,1,921130,78,0,2020,1,,2,164,161,155,4309031,0,0,2072,,1.11,0.34,0.33,0.32,0.42,0.0,0.0,1.27,,0,0.0,6,3.8,6,3.9,0,0.0,194550,4.7,0,0.0,0,0.0,43,2.1
39049,1,92119,77,0,2020,1,,2,20,19,19,486958,0,0,1937,,0.63,0.12,0.12,0.12,0.13,0.0,0.0,1.08,,-3,-60.0,-15,-42.9,-15,-44.1,-14,-42.4,-239303,-33.0,0,0.0,0,0.0,294,17.9
39049,1,921190,78,0,2020,1,,2,20,19,19,486958,0,0,1937,,0.63,0.12,0.12,0.12,0.13,0.0,0.0,1.08,,-3,-60.0,-15,-42.9,-15,-44.1,-14,-42.4,-239303,-33.0,0,0.0,0,0.0,294,17.9
39049,1,922,75,0,2020,1,,9,525,533,520,12780742,0,0,1869,,0.81,0.39,0.4,0.39,0.37,0.0,0.0,0.95,,0,0.0,25,5.0,39,7.9,18,3.6,1424387,12.5,0,0.0,0,0.0,117,6.7
39049,1,9221,76,0,2020,1,,9,525,533,520,12780742,0,0,1869,,0.81,0.39,0.4,0.39,0.37,0.0,0.0,0.95,,0,0.0,25,5.0,39,7.9,18,3.6,1424387,12.5,0,0.0,0,0.0,117,6.7
39049,1,92211,77,0,2020,1,,1,197,202,197,4536492,0,0,1757,,0.52,1.13,1.16,1.14,1.14,0.0,0.0,1.0,,0,0.0,11,5.9,18,9.8,11,5.9,583221,14.8,0,0.0,0,0.0,116,7.1
39049,1,922110,78,0,2020,1,,1,197,202,197,4536492,0,0,1757,,0.52,1.13,1.16,1.14,1.14,0.0,0.0,1.0,,0,0.0,11,5.9,18,9.8,11,5.9,583221,14.8,0,0.0,0,0.0,116,7.1
39049,1,92212,77,0,2020,1,,6,224,228,225,5785172,0,0,1972,,1.04,0.3,0.31,0.31,0.28,0.0,0.0,0.94,,0,0.0,7,3.2,17,8.1,8,3.7,691352,13.6,0,0.0,0,0.0,150,8.2
39049,1,922120,78,0,2020,1,,6,224,228,225,5785172,0,0,1972,,1.04,0.3,0.31,0.31,0.28,0.0,0.0,0.94,,0,0.0,7,3.2,17,8.1,8,3.7,691352,13.6,0,0.0,0,0.0,150,8.2
39049,1,92213,77,0,2020,1,,1,79,79,77,2003925,0,0,1968,,0.91,0.72,0.72,0.7,0.64,0.0,0.0,0.9,,0,0.0,4,5.3,4,5.3,1,1.3,148253,8.0,0,0.0,0,0.0,73,3.9
39049,1,922130,78,0,2020,1,,1,79,79,77,2003925,0,0,1968,,0.91,0.72,0.72,0.7,0.64,0.0,0.0,0.9,,0,0.0,4,5.3,4,5.3,1,1.3,148253,8.0,0,0.0,0,0.0,73,3.9
39049,1,92219,77,0,2020,1,,1,25,24,21,455153,0,0,1501,,0.51,0.19,0.18,0.16,0.14,0.0,0.0,0.8,,0,0.0,3,13.6,0,0.0,-2,-8.7,1561,0.3,0,0.0,0,0.0,-16,-1.1
39049,1,922190,78,0,2020,1,,1,25,24,21,455153,0,0,1501,,0.51,0.19,0.18,0.16,0.14,0.0,0.0,0.8,,0,0.0,3,13.6,0,0.0,-2,-8.7,1561,0.3,0,0.0,0,0.0,-16,-1.1
39049,1,923,75,0,2020,1,,9,222,221,221,4487916,0,0,1560,,1.07,0.22,0.22,0.22,0.19,0.0,0.0,0.89,,-1,-10.0,-6,-2.6,-8,-3.5,-6,-2.6,-130038,-2.8,0,0.0,0,0.0,2,0.1
39049,1,9231,76,0,2020,1,,9,222,221,221,4487916,0,0,1560,,1.07,0.22,0.22,0.22,0.19,0.0,0.0,0.89,,-1,-10.0,-6,-2.6,-8,-3.5,-6,-2.6,-130038,-2.8,0,0.0,0,0.0,2,0.1
39049,1,92312,77,0,2020,1,,2,11,11,11,193203,0,0,1351,,1.09,0.04,0.04,0.04,0.02,0.0,0.0,0.64,,0,0.0,-1,-8.3,-1,-8.3,-1,-8.3,8933,4.8,0,0.0,0,0.0,170,14.4
39049,1,923120,78,0,2020,1,,2,11,11,11,193203,0,0,1351,,1.09,0.04,0.04,0.04,0.02,0.0,0.0,0.64,,0,0.0,-1,-8.3,-1,-8.3,-1,-8.3,8933,4.8,0,0.0,0,0.0,170,14.4
39049,1,92313,77,0,2020,1,,5,191,190,191,3878268,0,0,1565,,0.99,0.53,0.53,0.54,0.53,0.0,0.0,0.99,,0,0.0,-8,-4.0,-9,-4.5,-6,-3.0,-199583,-4.9,0,0.0,0,0.0,-17,-1.1
39049,1,923130,78,0,2020,1,,5,191,190,191,3878268,0,0,1565,,0.99,0.53,0.53,0.54,0.53,0.0,0.0,0.99,,0,0.0,-8,-4.0,-9,-4.5,-6,-3.0,-199583,-4.9,0,0.0,0,0.0,-17,-1.1
39049,1,92314,77,0,2020,1,,2,20,20,19,416445,0,0,1629,,1.65,0.06,0.06,0.06,0.06,0.0,0.0,1.03,,-1,-33.3,3,17.6,2,11.1,1,5.6,60612,17.0,0,0.0,0,0.0,80,5.2
39049,1,923140,78,0,2020,1,,2,20,20,19,416445,0,0,1629,,1.65,0.06,0.06,0.06,0.06,0.0,0.0,1.03,,-1,-33.3,3,17.6,2,11.1,1,5.6,60612,17.0,0,0.0,0,0.0,80,5.2
39049,1,924,75,0,2020,1,,5,92,93,92,1811612,0,0,1509,,0.28,0.2,0.21,0.21,0.2,0.0,0.0,0.95,,0,0.0,-3,-3.2,-2,-2.1,-4,-4.2,-407692,-18.4,0,0.0,0,0.0,-282,-15.7
39049,1,9241,76,0,2020,1,,5,92,93,92,1811612,0,0,1509,,0.28,0.2,0.21,0.21,0.2,0.0,0.0,0.95,,0,0.0,-3,-3.2,-2,-2.1,-4,-4.2,-407692,-18.4,0,0.0,0,0.0,-282,-15.7
39049,1,92411,77,0,2020,1,,1,1,1,1,17500,0,0,1346,,1.1,0.01,0.01,0.01,0.01,0.0,0.0,0.62,,0,0.0,0,0.0,0,0.0,0,0.0,-3850,-18.0,0,0.0,0,0.0,-296,-18.0
39049,1,924110,78,0,2020,1,,1,1,1,1,17500,0,0,1346,,1.1,0.01,0.01,0.01,0.01,0.0,0.0,0.62,,0,0.0,0,0.0,0,0.0,0,0.0,-3850,-18.0,0,0.0,0,0.0,-296,-18.0
39049,1,92412,77,0,2020,1,,4,91,92,91,1794112,0,0,1511,,0.24,0.25,0.25,0.25,0.26,0.0,0.0,1.04,,0,0.0,-3,-3.2,-2,-2.1,-4,-4.2,-403842,-18.4,0,0.0,0,0.0,-281,-15.7
39049,1,924120,78,0,2020,1,,4,91,92,91,1794112,0,0,1511,,0.24,0.25,0.25,0.25,0.26,0.0,0.0,1.04,,0,0.0,-3,-3.2,-2,-2.1,-4,-4.2,-403842,-18.4,0,0.0,0,0.0,-281,-15.7
39049,1,925,75,0,2020,1,,1,54,54,54,1343726,0,0,1914,,1.98,1.19,1.2,1.2,1.05,0.0,0.0,0.88,,0,0.0,-2,-3.6,-2,-3.6,2,3.8,-55155,-3.9,0,0.0,0,0.0,-54,-2.7
39049,1,9251,76,0,2020,1,,1,54,54,54,1343726,0,0,1914,,1.98,1.19,1.2,1.2,1.05,0.0,0.0,0.88,,0,0.0,-2,-3.6,-2,-3.6,2,3.8,-55155,-3.9,0,0.0,0,0.0,-54,-2.7
39049,1,92511,77,0,2020,1,,1,54,54,54,1343726,0,0,1914,,3.14,1.36,1.36,1.36,1.16,0.0,0.0,0.85,,0,0.0,-2,-3.6,-2,-3.6,2,3.8,-55155,-3.9,0,0.0,0,0.0,-54,-2.7
39049,1,925110,78,0,2020,1,,1,54,54,54,1343726,0,0,1914,,3.14,1.36,1.36,1.36,1.16,0.0,0.0,0.85,,0,0.0,-2,-3.6,-2,-3.6,2,3.8,-55155,-3.9,0,0.0,0,0.0,-54,-2.7
39049,1,926,75,0,2020,1,,21,796,818,848,14279488,0,0,1338,,0.62,0.6,0.61,0.59,0.49,0.0,0.0,0.81,,-1,-4.5,60,8.2,73,9.8,95,12.6,702538,5.2,0,0.0,0,0.0,-64,-4.6
39049,1,9261,76,0,2020,1,,21,796,818,848,14279488,0,0,1338,,0.62,0.6,0.61,0.59,0.49,0.0,0.0,0.81,,-1,-4.5,60,8.2,73,9.8,95,12.6,702538,5.2,0,0.0,0,0.0,-64,-4.6
